specialization_id,specialization_name,text,skill,occupational_cluster,job_relevance_label,skill_coverage_label,occupational_affinity_label,market_weight,evidence_count,affinity_score,gold_count,silver_count,bronze_count,taxonomy_count,source_confidence_score,curriculum_overlap_score,market_frequency_score,cluster_centrality_score,recommendation_candidate,job_relevance_soft_label,skill_coverage_soft_label,training_weight,probabilistic_confidence
visual-analytics-big-data,Especialización en Visual Analytics y Big Data,data governance Data Governance high Administrador Linux Administrador Linux Híbrido Administrador de Servidores de Aplicaciones Aprendiz en Desarrollo de Software Desarrollador Backend .NET Senior (hibrido) Desarrollador Backend .NET Senior (hibrido) Híbrido Desarrollador FullStack Ingeniero de Infraestructura Cloud y OnPremise (AWS) Skill presente directamente en microcurriculos o perfil curricular. Mantener cobertura curricular y fortalecer evidencia evaluable si el mercado confirma frecuencia alta.,data governance,Data Governance,highly_relevant,covered,Data Governance,56.8,108,0.82,1,41,41,25,1.0,0.82,0.4083,1.0,0,1.0,1.0,1.0,1.0
visual-analytics-big-data,Especialización en Visual Analytics y Big Data,BI Reporting & KPI high Administrador Linux Administrador Linux Híbrido Administrador de Plataformas Administrador de Servidores de Aplicaciones Analista de Proyectos Aprendiz en Desarrollo de Software Desarrollador Backend .NET Senior (hibrido) Desarrollador Backend .NET Senior (hibrido) Híbrido Skill presente directamente en microcurriculos o perfil curricular. Mantener cobertura curricular y fortalecer evidencia evaluable si el mercado confirma frecuencia alta.,BI,Reporting & KPI,highly_relevant,covered,Reporting & KPI,55.0,100,0.82,1,63,0,36,1.0,0.82,0.3954,1.0,0,1.0,1.0,1.0,1.0
visual-analytics-big-data,Especialización en Visual Analytics y Big Data,Oracle Enterprise Analytics weak Administrador de Aplicaciones (Oracle / WebLogic / Middleware) Administrador de Aplicaciones (Oracle / WebLogic / Middleware) 100% Remoto Administrador de Bases de Datos (DBA) Administrador de Bases de Datos (DBA) Híbrido Administrador de Plataformas de Virtualización Administrador de Servidores de Aplicaciones Analista Funcional de Procesos de Software Analista Funcional de Procesos de Software Híbrido Skill con baja relacion semantica frente al grafo curricular de la especializacion. No priorizar curricularmente por baja afinidad o evidencia debil.,Oracle,Enterprise Analytics,weak_signal,irrelevant,Enterprise Analytics,54.4,132,0.08,0,0,103,29,1.0,0.08,0.3911,1.0,0,0.158,0.0,0.6632,0.4106
visual-analytics-big-data,Especialización en Visual Analytics y Big Data,trabajo en equipo Enterprise Analytics weak Administrador Linux Administrador Linux Híbrido Administrador de Bases de Datos (DBA) Administrador de Bases de Datos (DBA) Híbrido Administrador de Plataformas Administrador de Plataformas de Virtualización Analista Funcional de Procesos de Software Analista Funcional de Procesos de Software Híbrido Skill con baja relacion semantica frente al grafo curricular de la especializacion. No priorizar curricularmente por baja afinidad o evidencia debil.,trabajo en equipo,Enterprise Analytics,weak_signal,irrelevant,Enterprise Analytics,53.3,145,0.08,0,0,97,48,1.0,0.08,0.3832,1.0,0,0.158,0.0,0.6632,0.4106
visual-analytics-big-data,Especialización en Visual Analytics y Big Data,machine learning AI Analytics high Analista Funcional de Procesos de Software Analista Funcional de Procesos de Software Híbrido Analista de Proyectos Desarrollador Backend .NET Senior (hibrido) Desarrollador Backend .NET Senior (hibrido) Híbrido Especialista IA Especialista IA Híbrido Indra Colombia LTDA Skill presente directamente en microcurriculos o perfil curricular. Mantener cobertura curricular y fortalecer evidencia evaluable si el mercado confirma frecuencia alta.,machine learning,AI Analytics,highly_relevant,covered,AI Analytics,52.6,143,0.82,1,34,34,74,1.0,0.82,0.3781,1.0,0,1.0,1.0,1.0,1.0
visual-analytics-big-data,Especialización en Visual Analytics y Big Data,"compliance AI Analytics weak Administrador Linux Administrador Linux Híbrido Administrador de Aplicaciones (Oracle / WebLogic / Middleware) Administrador de Aplicaciones (Oracle / WebLogic / Middleware) 100% Remoto Administrador de Bases de Datos (DBA) Administrador de Bases de Datos (DBA) Híbrido Administrador de Plataformas Administrador de Plataformas de Virtualización Skill laboral relevante para el ecosistema de Visual Analytics y Big Data, pero sin cobertura curricular directa. No priorizar curricularmente por baja afinidad o evidencia debil.",compliance,AI Analytics,weak_signal,irrelevant,AI Analytics,48.8,112,0.48,0,0,94,18,1.0,0.48,0.3508,1.0,0,0.198,0.0,0.6792,0.4386
visual-analytics-big-data,Especialización en Visual Analytics y Big Data,"reporting Reporting & KPI weak Administrador Linux Administrador Linux Híbrido Administrador de Plataformas Administrador de Servidores de Aplicaciones Analista Funcional de Procesos de Software Analista Funcional de Procesos de Software Híbrido Analista de Proyectos Aprendiz en Desarrollo de Software Skill laboral relevante para el ecosistema de Visual Analytics y Big Data, pero sin cobertura curricular directa. No priorizar curricularmente por baja afinidad o evidencia debil.",reporting,Reporting & KPI,weak_signal,irrelevant,Reporting & KPI,48.2,142,0.48,0,0,85,57,1.0,0.48,0.3465,1.0,0,0.198,0.0,0.6792,0.4386
visual-analytics-big-data,Especialización en Visual Analytics y Big Data,liderazgo Enterprise Analytics weak Administrador de Aplicaciones (Oracle / WebLogic / Middleware) Administrador de Aplicaciones (Oracle / WebLogic / Middleware) 100% Remoto Administrador de Plataformas Analista Funcional de Procesos de Software Analista Funcional de Procesos de Software Híbrido Analista de Proyectos Aprendiz en Desarrollo de Software Desarrollador Backend .NET Senior (hibrido) Skill con baja relacion semantica frente al grafo curricular de la especializacion. No priorizar curricularmente por baja afinidad o evidencia debil.,liderazgo,Enterprise Analytics,weak_signal,irrelevant,Enterprise Analytics,46.4,124,0.08,0,0,85,39,1.0,0.08,0.3336,1.0,0,0.158,0.0,0.6632,0.4106
visual-analytics-big-data,Especialización en Visual Analytics y Big Data,Agile Enterprise Analytics weak Administrador de Aplicaciones (Oracle / WebLogic / Middleware) Administrador de Aplicaciones (Oracle / WebLogic / Middleware) 100% Remoto Administrador de Plataformas Analista Funcional de Procesos de Software Analista Funcional de Procesos de Software Híbrido Analista de Proyectos Aprendiz en Desarrollo de Software Desarrollador Backend .NET Senior (hibrido) Skill con baja relacion semantica frente al grafo curricular de la especializacion. No priorizar curricularmente por baja afinidad o evidencia debil.,Agile,Enterprise Analytics,weak_signal,irrelevant,Enterprise Analytics,44.2,146,0.08,0,0,74,72,1.0,0.08,0.3178,1.0,0,0.158,0.0,0.6632,0.4106
visual-analytics-big-data,Especialización en Visual Analytics y Big Data,resolucion de problemas Enterprise Analytics weak Administrador Linux Administrador Linux Híbrido Administrador de Bases de Datos (DBA) Administrador de Bases de Datos (DBA) Híbrido Administrador de Plataformas Administrador de Plataformas de Virtualización Analista de Proyectos CS3 SAS Skill con baja relacion semantica frente al grafo curricular de la especializacion. No priorizar curricularmente por baja afinidad o evidencia debil.,resolucion de problemas,Enterprise Analytics,weak_signal,irrelevant,Enterprise Analytics,40.0,100,0.08,0,0,75,25,1.0,0.08,0.2876,1.0,0,0.158,0.0,0.6632,0.4106
visual-analytics-big-data,Especialización en Visual Analytics y Big Data,gestion de stakeholders Enterprise Analytics weak Administrador de Aplicaciones (Oracle / WebLogic / Middleware) Administrador de Aplicaciones (Oracle / WebLogic / Middleware) 100% Remoto Administrador de Plataformas Analista Funcional de Procesos de Software Analista Funcional de Procesos de Software Híbrido Aprendiz en Desarrollo de Software Desarrollador Frontend Desarrollador FullStack Skill con baja relacion semantica frente al grafo curricular de la especializacion. No priorizar curricularmente por baja afinidad o evidencia debil.,gestion de stakeholders,Enterprise Analytics,weak_signal,irrelevant,Enterprise Analytics,39.4,106,0.08,0,0,72,34,1.0,0.08,0.2832,1.0,0,0.158,0.0,0.6632,0.4106
visual-analytics-big-data,Especialización en Visual Analytics y Big Data,Power BI BI & Visualization high Administrador de Plataformas Analista de Proyectos Ingeniero Preventa - Administrador de Plataforma Ingeniero de Soporte Infraestructura Junior Técnico de Soporte Venta Equipos SAS Skill presente directamente en microcurriculos o perfil curricular. Mantener cobertura curricular y fortalecer evidencia evaluable si el mercado confirma frecuencia alta.,Power BI,BI & Visualization,highly_relevant,covered,BI & Visualization,35.0,108,0.82,0,22,22,64,1.0,0.82,0.2516,1.0,0,1.0,1.0,1.0,1.0
visual-analytics-big-data,Especialización en Visual Analytics y Big Data,ETL Data Engineering high Administrador de Bases de Datos (DBA) Administrador de Bases de Datos (DBA) Híbrido CS3 SAS Desarrollador FullStack Ingeniero de Soporte Infraestructura Junior Skill presente directamente en microcurriculos o perfil curricular. Mantener cobertura curricular y fortalecer evidencia evaluable si el mercado confirma frecuencia alta.,ETL,Data Engineering,highly_relevant,covered,Data Engineering,34.5,92,0.82,0,23,23,46,1.0,0.82,0.248,1.0,0,1.0,1.0,1.0,1.0
visual-analytics-big-data,Especialización en Visual Analytics y Big Data,"pipelines Data Engineering weak Administrador de Aplicaciones (Oracle / WebLogic / Middleware) Administrador de Aplicaciones (Oracle / WebLogic / Middleware) 100% Remoto Administrador de Plataformas Aprendiz en Desarrollo de Software Desarrollador Backend .NET Senior (hibrido) Desarrollador Backend .NET Senior (hibrido) Híbrido Desarrollador Frontend Desarrollador Java Skill laboral relevante para el ecosistema de Visual Analytics y Big Data, pero sin cobertura curricular directa. No priorizar curricularmente por baja afinidad o evidencia debil.",pipelines,Data Engineering,weak_signal,irrelevant,Data Engineering,31.3,73,0.48,0,0,60,13,1.0,0.48,0.225,1.0,0,0.198,0.0,0.6792,0.4386
visual-analytics-big-data,Especialización en Visual Analytics y Big Data,"GCP Cloud Analytics weak Administrador de Aplicaciones (Oracle / WebLogic / Middleware) Administrador de Aplicaciones (Oracle / WebLogic / Middleware) 100% Remoto Administrador de Plataformas Aprendiz en Desarrollo de Software Desarrollador Backend .NET Senior (hibrido) Desarrollador Backend .NET Senior (hibrido) Híbrido Desarrollador Java Desarrollador Java 100% Remoto Skill laboral relevante para el ecosistema de Visual Analytics y Big Data, pero sin cobertura curricular directa. No priorizar curricularmente por baja afinidad o evidencia debil.",GCP,Cloud Analytics,weak_signal,irrelevant,Cloud Analytics,29.1,75,0.55,0,0,54,21,1.0,0.55,0.2092,1.0,0,0.205,0.0,0.682,0.4435
visual-analytics-big-data,Especialización en Visual Analytics y Big Data,privacy Enterprise Analytics weak Administrador de Aplicaciones (Oracle / WebLogic / Middleware) Administrador de Aplicaciones (Oracle / WebLogic / Middleware) 100% Remoto Administrador de Plataformas Aprendiz en Desarrollo de Software Desarrollador Backend .NET Senior (hibrido) Desarrollador Backend .NET Senior (hibrido) Híbrido Desarrollador Java Desarrollador Java 100% Remoto Skill con baja relacion semantica frente al grafo curricular de la especializacion. No priorizar curricularmente por baja afinidad o evidencia debil.,privacy,Enterprise Analytics,weak_signal,irrelevant,Enterprise Analytics,25.0,50,0.08,0,0,50,0,1.0,0.08,0.1797,0.7463,0,0.158,0.0,0.6632,0.4106
visual-analytics-big-data,Especialización en Visual Analytics y Big Data,ITIL Enterprise Analytics weak Administrador Linux Administrador Linux Híbrido Administrador de Bases de Datos (DBA) Administrador de Bases de Datos (DBA) Híbrido Administrador de Plataformas Administrador de Plataformas de Virtualización Analista de Proyectos Ingeniero Preventa - Administrador de Plataforma Skill con baja relacion semantica frente al grafo curricular de la especializacion. No priorizar curricularmente por baja afinidad o evidencia debil.,ITIL,Enterprise Analytics,weak_signal,irrelevant,Enterprise Analytics,24.6,66,0.08,0,0,45,21,1.0,0.08,0.1769,0.9851,0,0.158,0.0,0.6632,0.4106
visual-analytics-big-data,Especialización en Visual Analytics y Big Data,Scrum Enterprise Analytics weak Analista Funcional de Procesos de Software Analista Funcional de Procesos de Software Híbrido Analista de Proyectos Desarrollador Backend .NET Senior (hibrido) Desarrollador Backend .NET Senior (hibrido) Híbrido Especialista IA Especialista IA Híbrido Indra Colombia LTDA Skill con baja relacion semantica frente al grafo curricular de la especializacion. No priorizar curricularmente por baja afinidad o evidencia debil.,Scrum,Enterprise Analytics,weak_signal,irrelevant,Enterprise Analytics,24.2,98,0.08,0,0,36,62,1.0,0.08,0.174,1.0,0,0.158,0.0,0.6632,0.4106
visual-analytics-big-data,Especialización en Visual Analytics y Big Data,MongoDB Enterprise Analytics weak Administrador de Bases de Datos (DBA) Administrador de Bases de Datos (DBA) Híbrido Aprendiz en Desarrollo de Software CS3 SAS Desarrollador Frontend Desarrollador FullStack Ingeniero de Soporte Infraestructura Junior Skill con baja relacion semantica frente al grafo curricular de la especializacion. No priorizar curricularmente por baja afinidad o evidencia debil.,MongoDB,Enterprise Analytics,weak_signal,irrelevant,Enterprise Analytics,19.1,47,0.08,0,0,36,11,1.0,0.08,0.1373,0.7015,0,0.158,0.0,0.6632,0.4106
visual-analytics-big-data,Especialización en Visual Analytics y Big Data,ELT Enterprise Analytics weak Analista Funcional de Procesos de Software Analista Funcional de Procesos de Software Híbrido Analista de Proyectos Desarrollador Backend .NET Senior (hibrido) Desarrollador Backend .NET Senior (hibrido) Híbrido Especialista IA Especialista IA Híbrido Indra Colombia LTDA Skill con baja relacion semantica frente al grafo curricular de la especializacion. No priorizar curricularmente por baja afinidad o evidencia debil.,ELT,Enterprise Analytics,weak_signal,irrelevant,Enterprise Analytics,18.4,48,0.08,0,0,34,14,1.0,0.08,0.1323,0.7164,0,0.158,0.0,0.6632,0.4106
visual-analytics-big-data,Especialización en Visual Analytics y Big Data,pandas Enterprise Analytics weak Analista Funcional de Procesos de Software Analista Funcional de Procesos de Software Híbrido Analista de Proyectos Desarrollador Backend .NET Senior (hibrido) Desarrollador Backend .NET Senior (hibrido) Híbrido Especialista IA Especialista IA Híbrido Indra Colombia LTDA Skill con baja relacion semantica frente al grafo curricular de la especializacion. No priorizar curricularmente por baja afinidad o evidencia debil.,pandas,Enterprise Analytics,weak_signal,irrelevant,Enterprise Analytics,17.8,42,0.08,0,0,34,8,1.0,0.08,0.128,0.6269,0,0.158,0.0,0.6632,0.4106
visual-analytics-big-data,Especialización en Visual Analytics y Big Data,Kanban Enterprise Analytics weak Analista Funcional de Procesos de Software Analista Funcional de Procesos de Software Híbrido Analista de Proyectos Desarrollador Backend .NET Senior (hibrido) Desarrollador Backend .NET Senior (hibrido) Híbrido Especialista IA Especialista IA Híbrido Indra Colombia LTDA Skill con baja relacion semantica frente al grafo curricular de la especializacion. No priorizar curricularmente por baja afinidad o evidencia debil.,Kanban,Enterprise Analytics,weak_signal,irrelevant,Enterprise Analytics,17.8,42,0.08,0,0,34,8,1.0,0.08,0.128,0.6269,0,0.158,0.0,0.6632,0.4106
visual-analytics-big-data,Especialización en Visual Analytics y Big Data,ingles Enterprise Analytics weak Aprendiz en Desarrollo de Software Desarrollador Backend .NET Senior (hibrido) Desarrollador Frontend Desarrollador FullStack Líder IA Generativa-GitHub Copilot-Bogotá SETI S.A.S. TICXAR S.A.S Skill con baja relacion semantica frente al grafo curricular de la especializacion. No priorizar curricularmente por baja afinidad o evidencia debil.,ingles,Enterprise Analytics,weak_signal,irrelevant,Enterprise Analytics,17.5,67,0.08,0,0,27,40,1.0,0.08,0.1258,1.0,0,0.158,0.0,0.6632,0.4106
visual-analytics-big-data,Especialización en Visual Analytics y Big Data,scikit-learn Enterprise Analytics weak Analista Funcional de Procesos de Software Analista Funcional de Procesos de Software Híbrido Analista de Proyectos Desarrollador Backend .NET Senior (hibrido) Desarrollador Backend .NET Senior (hibrido) Híbrido Especialista IA Especialista IA Híbrido Indra Colombia LTDA Skill con baja relacion semantica frente al grafo curricular de la especializacion. No priorizar curricularmente por baja afinidad o evidencia debil.,scikit-learn,Enterprise Analytics,weak_signal,irrelevant,Enterprise Analytics,17.5,39,0.08,0,0,34,5,1.0,0.08,0.1258,0.5821,0,0.158,0.0,0.6632,0.4106
visual-analytics-big-data,Especialización en Visual Analytics y Big Data,MLflow Enterprise Analytics weak Analista Funcional de Procesos de Software Analista Funcional de Procesos de Software Híbrido Analista de Proyectos Desarrollador Backend .NET Senior (hibrido) Desarrollador Backend .NET Senior (hibrido) Híbrido Especialista IA Especialista IA Híbrido Indra Colombia LTDA Skill con baja relacion semantica frente al grafo curricular de la especializacion. No priorizar curricularmente por baja afinidad o evidencia debil.,MLflow,Enterprise Analytics,weak_signal,irrelevant,Enterprise Analytics,17.5,39,0.08,0,0,34,5,1.0,0.08,0.1258,0.5821,0,0.158,0.0,0.6632,0.4106
visual-analytics-big-data,Especialización en Visual Analytics y Big Data,PostgreSQL Enterprise Analytics weak Administrador de Bases de Datos (DBA) Administrador de Bases de Datos (DBA) Híbrido Desarrollador FullStack Líder IA Generativa-GitHub Copilot-Bogotá SETI S.A.S. Skill con baja relacion semantica frente al grafo curricular de la especializacion. No priorizar curricularmente por baja afinidad o evidencia debil.,PostgreSQL,Enterprise Analytics,weak_signal,irrelevant,Enterprise Analytics,15.5,43,0.08,0,0,28,15,1.0,0.08,0.1114,0.6418,0,0.158,0.0,0.6632,0.4106
visual-analytics-big-data,Especialización en Visual Analytics y Big Data,Redis Enterprise Analytics weak Administrador de Bases de Datos (DBA) Administrador de Bases de Datos (DBA) Híbrido Desarrollador FullStack Líder IA Generativa-GitHub Copilot-Bogotá SETI S.A.S. Skill con baja relacion semantica frente al grafo curricular de la especializacion. No priorizar curricularmente por baja afinidad o evidencia debil.,Redis,Enterprise Analytics,weak_signal,irrelevant,Enterprise Analytics,14.8,36,0.08,0,0,28,8,1.0,0.08,0.1064,0.5373,0,0.158,0.0,0.6632,0.4106
visual-analytics-big-data,Especialización en Visual Analytics y Big Data,SQL Server Enterprise Analytics weak Administrador de Bases de Datos (DBA) Administrador de Bases de Datos (DBA) Híbrido CS3 SAS Desarrollador FullStack Ingeniero de Soporte Infraestructura Junior Skill con baja relacion semantica frente al grafo curricular de la especializacion. No priorizar curricularmente por baja afinidad o evidencia debil.,SQL Server,Enterprise Analytics,weak_signal,irrelevant,Enterprise Analytics,13.9,47,0.08,0,0,23,24,1.0,0.08,0.0999,0.7015,0,0.158,0.0,0.6632,0.4106
visual-analytics-big-data,Especialización en Visual Analytics y Big Data,SSIS Enterprise Analytics weak Administrador de Bases de Datos (DBA) Administrador de Bases de Datos (DBA) Híbrido CS3 SAS Desarrollador FullStack Ingeniero de Soporte Infraestructura Junior Skill con baja relacion semantica frente al grafo curricular de la especializacion. No priorizar curricularmente por baja afinidad o evidencia debil.,SSIS,Enterprise Analytics,weak_signal,irrelevant,Enterprise Analytics,12.3,31,0.08,0,0,23,8,1.0,0.08,0.0884,0.4627,0,0.158,0.0,0.6632,0.4106
visual-analytics-big-data,Especialización en Visual Analytics y Big Data,pensamiento analitico Enterprise Analytics weak Analista Funcional de Procesos de Software Analista Funcional de Procesos de Software Híbrido CS3 SAS Skill con baja relacion semantica frente al grafo curricular de la especializacion. No priorizar curricularmente por baja afinidad o evidencia debil.,pensamiento analitico,Enterprise Analytics,weak_signal,irrelevant,Enterprise Analytics,8.8,32,0.08,0,0,14,18,1.0,0.08,0.0633,0.4776,0,0.158,0.0,0.6632,0.4106
visual-analytics-big-data,Especialización en Visual Analytics y Big Data,"executive reporting Reporting & KPI weak Analista de Proyectos Especialista IA Especialista IA Híbrido Venta Equipos SAS Skill laboral relevante para el ecosistema de Visual Analytics y Big Data, pero sin cobertura curricular directa. No priorizar curricularmente por baja afinidad o evidencia debil.",executive reporting,Reporting & KPI,weak_signal,irrelevant,Reporting & KPI,7.8,26,0.48,0,0,13,13,1.0,0.48,0.0561,0.3881,0,0.198,0.0,0.6792,0.4386
visual-analytics-big-data,Especialización en Visual Analytics y Big Data,"Copilot BI Reporting & KPI emerging Indra Colombia LTDA Líder IA Generativa-GitHub Copilot-Bogotá Skill laboral relevante para el ecosistema de Visual Analytics y Big Data, pero sin cobertura curricular directa. Analizar incorporacion de Copilot BI como skill emergente con señal emerging en Reporting & KPI.",Copilot BI,Reporting & KPI,partially_relevant,emerging,Reporting & KPI,7.3,21,0.48,0,0,13,8,1.0,0.48,0.0525,0.3134,1,0.818,0.48,0.9272,0.8726
visual-analytics-big-data,Especialización en Visual Analytics y Big Data,"RAG GenAI Analytics weak Indra Colombia LTDA Líder IA Generativa-GitHub Copilot-Bogotá Skill laboral relevante para el ecosistema de Visual Analytics y Big Data, pero sin cobertura curricular directa. No priorizar curricularmente por baja afinidad o evidencia debil.",RAG,GenAI Analytics,weak_signal,irrelevant,GenAI Analytics,7.2,20,0.55,0,0,13,7,1.0,0.55,0.0518,0.2985,0,0.205,0.0,0.682,0.4435
visual-analytics-big-data,Especialización en Visual Analytics y Big Data,"LLM GenAI Analytics weak Indra Colombia LTDA Líder IA Generativa-GitHub Copilot-Bogotá Skill laboral relevante para el ecosistema de Visual Analytics y Big Data, pero sin cobertura curricular directa. No priorizar curricularmente por baja afinidad o evidencia debil.",LLM,GenAI Analytics,weak_signal,irrelevant,GenAI Analytics,7.0,18,0.55,0,0,13,5,1.0,0.55,0.0503,0.2687,0,0.205,0.0,0.682,0.4435
