id,titulo,empresa,ciudad,modalidad,dominio,url,skills,overall_score
magneto_api:8dcf747909c9c82286a07435,,,,,management,https://www.magneto365.com/co/trabajos/ofertas-empleo-de-presidente-empresas-comercio-medios-comunicacion,,0.2258
magneto_api:ae928a76ea885f9e2ede6690,,,,,management,https://www.magneto365.com/co/trabajos/ofertas-empleo-de-consultor-empresas,,0.2258
magneto_api:dbf59108106c79025cef9938,,,,,management,https://www.magneto365.com/co/trabajos/ofertas-empleo-de-profesional-organizacion-administracion-empresas,,0.2258
magneto_api:137eeea6373fa4ec9252913d,,,,,management,https://www.magneto365.com/co/trabajos/ofertas-empleo-de-vicepresidente-empresa-comercio,,0.2258
magneto_api:6a698ce5b3f1b5a30850dfce,,,,,management,https://www.magneto365.com/co/trabajos/ofertas-empleo-de-presidente-empresa-comercio,,0.2258
magneto_api:c10c8d0e518f7ba0796aab63,,,,,logistica,https://www.magneto365.com/co/trabajos/ofertas-empleo-de-vicepresidente-empresa-transporte,,0.2258
magneto_api:0dd2059e4713de0e7b4114c4,,,,,logistica,https://www.magneto365.com/co/trabajos/ofertas-empleo-de-presidente-empresa-transporte,,0.2258
magneto_api:3f1a23639796e7e6b082d03b,,,,,management,https://www.magneto365.com/co/trabajos/ofertas-empleo-de-analista-prospectiva-e-innovacion-empresarial,,0.2258
magneto_api:dd1be9f3c96b8ace17a5339c,,,,,management,https://www.magneto365.com/co/trabajos/ofertas-empleo-de-consultor-empresarial,,0.2258
magneto_api:fed0742bf25033ead679353f,,,,,management,https://www.magneto365.com/co/trabajos/ofertas-empleo-de-mensajero-empresa,,0.2258
magneto_api:1303e3fe8638e1c4cbaf6b4e,,,,,management,https://www.magneto365.com/co/trabajos/ofertas-empleo-de-funcionario-expedicion-licencias-apertura-empresas,,0.2258
magneto_api:02de12ec4227346246ecd684,,,,,management,https://www.magneto365.com/co/trabajos/ofertas-empleo-de-analista-ti-empresariales,,0.2258
magneto_api:9da4a40569e9a459f0414596,,,,,management,https://www.magneto365.com/co/trabajos/ofertas-empleo-de-analista-economia-empresarial,,0.2258
magneto_api:b6ec14009826af0131167817,,,,,management,https://www.magneto365.com/co/trabajos/ofertas-empleo-de-empresario-promotor-eventos,,0.2258
magneto_api:fe0ed2a809333765dabe7e3a,,,,,management,https://www.magneto365.com/co/trabajos/ofertas-empleo-de-arquitecto-soluciones-empresariales,,0.2258
magneto_api:15ba6e7d41a4b4ea234c2598,,,,,management,https://www.magneto365.com/co/trabajos/ofertas-empleo-de-especialista-eficiencia-empresarial,,0.2258
magneto_api:ac279dd917da237b26247601,,,,,management,https://www.magneto365.com/co/trabajos/ofertas-empleo-de-liquidador-empresa,,0.2258
magneto_api:65499637620e3219c5d38811,,,,,management,https://www.magneto365.com/co/trabajos/ofertas-empleo-de-supervisor-empresarial,,0.2258
magneto_api:63698b2ad24b18b405c2734a,,,,,management,https://www.magneto365.com/co/trabajos/ofertas-empleo-de-arquitecto-empresarial-analisis-negocio,,0.2258
magneto_api:5d04fe386a5cf62ebc70e108,,,,,management,https://www.magneto365.com/co/trabajos/ofertas-empleo-de-empresario-cine,,0.2258
magneto_api:287e7ef15cdc144036ed1f2d,,,,,management,https://www.magneto365.com/co/trabajos/ofertas-empleo-de-instructor-emprendimiento-empresarial,,0.2258
magneto_api:038118ea7292a4972e14fab3,,,,,management,https://www.magneto365.com/co/trabajos/ofertas-empleo-de-empresario-teatro,,0.2258
magneto_api:a098078e6b5f5ce4b88ad8cf,,,,,management,https://www.magneto365.com/co/trabajos/ofertas-empleo-de-empresario-artistico,,0.2258
magneto_api:15d5706cfd899513b971bd42,,,,,management,https://www.magneto365.com/co/trabajos/ofertas-empleo-de-agricultor-empresario,,0.2258
magneto_api:df388c9c1dab875c8d44ade8,,,,,management,https://www.magneto365.com/co/trabajos/ofertas-empleo-de-ganadero-empresario,,0.2258
magneto_api:1dda32a0c819649d587e2655,,,,,management,https://www.magneto365.com/co/trabajos/ofertas-empleo-de-empresario-musica,,0.2258
magneto_api:be4ac07c45bafb77d477c3fd,Trabajos en Construcción y Oficios | Magneto Empleos,,,,cybersecurity,https://www.magneto365.com/co/trabajos/construccion-oficios-artesanias,,0.3767
magneto_api:97a522ad81ba61cb6f2e9a3a,Trabajos en Dirección y Gerencia | Magneto Empleos,,,,gestion_humana,https://www.magneto365.com/co/trabajos/direccion-gerencia,,0.5608
magneto_api:83dbc326dc01fa3d1cfd72eb,,,,,marketing,https://www.magneto365.com/co/trabajos/ofertas-empleo-de-director-general-ventas-empresas-comercio-medios-comunicacion,,0.2258
magneto_api:fa775ef34950196f0fd00d9f,,,,,salud,https://www.magneto365.com/co/trabajos/ofertas-empleo-de-gerente-general-empresa-servicios-salud,,0.2258
magneto_api:d4a9320093da3151ff029aaf,,,,,management,https://www.magneto365.com/co/trabajos/ofertas-empleo-de-gerente-empresa-servicios-telecomunicaciones,,0.2258
magneto_api:7457b7fb2f2ea7f3b0c5bc54,,,,,management,https://www.magneto365.com/co/trabajos/ofertas-empleo-de-gerente-general-empresa-servicio-publico,,0.2258
magneto_api:37744b5c6c0a1ac428507aaf,,,,,management,https://www.magneto365.com/co/trabajos/ofertas-empleo-de-gerente-general-empresa-servicios-informaticos,,0.2258
magneto_api:ffb2bec327870f765eb73341,,,,,management,https://www.magneto365.com/co/trabajos/ofertas-empleo-de-gerente-empresa-servicio-postal-correo,,0.2258
magneto_api:93188c907ad1a1afbcb2d064,,,,,management,https://www.magneto365.com/co/trabajos/ofertas-empleo-de-director-ejecutivo-empresa-comunicaciones,,0.2258
magneto_api:43cc2118b944442173030175,,,,,logistica,https://www.magneto365.com/co/trabajos/ofertas-empleo-de-vicepresidente-operaciones-empresas-radio-television,,0.2258
magneto_api:060e721211052a3dd71cb807,,,,,management,https://www.magneto365.com/co/trabajos/ofertas-empleo-de-gerente-general-empresas-comercio-medios-comunicacion,,0.2258
magneto_api:e2ae9557b6820dce9d96ec1d,,,,,management,https://www.magneto365.com/co/trabajos/ofertas-empleo-de-vicepresidente-general-administrativo-empresa,,0.2258
magneto_api:9ac5017f6b2e7522afd28b43,,,,,management,https://www.magneto365.com/co/trabajos/ofertas-empleo-de-gerente-general-empresa-construccion,,0.2258
magneto_api:621b4badb1f89dcb89d4c1cb,,,,,management,https://www.magneto365.com/co/trabajos/ofertas-empleo-de-gerente-general-empresa-telecomunicaciones,,0.2258
magneto_api:fe6ebb617cd8b3debe3b632d,,,,,management,https://www.magneto365.com/co/trabajos/ofertas-empleo-de-gerente-general-empresa-comercio,,0.2258
magneto_api:e167847c37600aaeb60110a3,,,,,logistica,https://www.magneto365.com/co/trabajos/ofertas-empleo-de-gerente-general-empresa-transporte,,0.2258
magneto_api:dc26ea5ffa7f3e42d5b7c132,,,,,management,https://www.magneto365.com/co/trabajos/ofertas-empleo-de-director-general-empresa-telecomunicaciones,,0.2258
magneto_api:a1fcb8e5b431155a9e95e1aa,,,,,management,https://www.magneto365.com/co/trabajos/ofertas-empleo-de-director-general-empresa-comercio,,0.2258
magneto_api:52873f8da86262fe7fdd875a,,,,,management,https://www.magneto365.com/co/trabajos/ofertas-empleo-de-gerente-general-empresa-distribucion-gas,,0.2258
magneto_api:915fc36f4389e1c770f49338,,,,,management,https://www.magneto365.com/co/trabajos/ofertas-empleo-de-gerente-general-empresa-telefonos,,0.2258
magneto_api:195eb4c4db9ad6f106849914,,,,,management,https://www.magneto365.com/co/trabajos/ofertas-empleo-de-gerente-general-empresa-metalmecanica,,0.2258
magneto_api:3a0496f6f77b54ac8e2901b1,,,,,energia,https://www.magneto365.com/co/trabajos/ofertas-empleo-de-gerente-general-empresa-energia,,0.2258
magneto_api:c021419d340a8c1a25826f1f,,,,,management,https://www.magneto365.com/co/trabajos/ofertas-empleo-de-gerente-general-empresa-agroindustrial,,0.2258
magneto_api:237955322f1aaa895b589e45,,,,,management,https://www.magneto365.com/co/trabajos/ofertas-empleo-de-gerente-general-empresa-acueducto,,0.2258
magneto_api:6f6a2bf3dfb7e4db9df2aa79,,,,,management,https://www.magneto365.com/co/trabajos/ofertas-empleo-de-gerente-general-empresa-pesquera,,0.2258
magneto_api:ffc98b8fbee5de90671e9248,,,,,management,https://www.magneto365.com/co/trabajos/ofertas-empleo-de-director-general-empresa,,0.2258
magneto_api:7a2ab10ae4d071ec2ba01dcb,,,,,management,https://www.magneto365.com/co/trabajos/ofertas-empleo-de-consultor-direccion-empresa,,0.2258
magneto_api:47cd3dd27db0dbad2a4c0d1b,,,,,management,https://www.magneto365.com/co/trabajos/ofertas-empleo-de-tesorero-general-empresa,,0.2258
magneto_api:224fbf28b4c16444c7697d29,,,,,logistica,https://www.magneto365.com/co/trabajos/ofertas-empleo-de-director-empresa-transporte,,0.2258
magneto_api:b948e974b7ab07a5a0dcd2ba,,,,,management,https://www.magneto365.com/co/trabajos/ofertas-empleo-de-presidente-empresa-telecomunicaciones,,0.2258
magneto_api:6354ac023e0176257df90554,,,,,management,https://www.magneto365.com/co/trabajos/ofertas-empleo-de-gerente-empresa-publicaciones,,0.2258
magneto_api:c2462cbe3d9407c38b424019,,,,,management,https://www.magneto365.com/co/trabajos/ofertas-empleo-de-gerente-empresa-radio-television,,0.2258
magneto_api:236db0c2fe6703fd50681af4,,,,,management,https://www.magneto365.com/co/trabajos/ofertas-empleo-de-director-empresa-minera,,0.2258
magneto_api:48cf99cd49519a5c28fe3c16,,,,,management,https://www.magneto365.com/co/trabajos/ofertas-empleo-de-director-empresas-audiovisuales,,0.2258
magneto_api:e2378b52d148b73e68845542,,,,,management,https://www.magneto365.com/co/trabajos/ofertas-empleo-de-director-empresas-musicales,,0.2258
magneto_api:3e5a96b589034bb28a1690f6,,,,,management,https://www.magneto365.com/co/trabajos/ofertas-empleo-de-vicepresidente-empresa-radio-television,,0.2258
magneto_api:6b0d141f87b4a678a1266ff2,,,,,management,https://www.magneto365.com/co/trabajos/ofertas-empleo-de-presidente-empresa-radio-television,,0.2258
magneto_api:6daf0ba23f7e407876a8db52,,,,,management,https://www.magneto365.com/co/trabajos/ofertas-empleo-de-presidente-empresa,,0.2258
magneto_api:90a175e993c13bb444318ff2,,,,,management,https://www.magneto365.com/co/trabajos/ofertas-empleo-de-director-planeacion-empresarial,,0.2258
magneto_api:30fb7c56dfc88a48de2591d7,Trabajos en Ingeniería | Magneto Empleos,,,,ambiental,https://www.magneto365.com/co/trabajos/ingenieria,,0.3733
magneto_api:3a6c1d95cba832f885cbaef6,Trabajos en Medios y Producción Audiovisual | Magneto Empleos,,,,management,https://www.magneto365.com/co/trabajos/medios-arte-produccion-audiovisual,,0.3783
magneto_api:18496e16c914efd2d44d893a,,,,,management,https://www.magneto365.com/co/trabajos/ofertas-empleo-de-vicepresidente-empresas-comercio-medios-comunicacion,,0.2258
magneto_api:76bdb621555ee9c83fe26596,Trabajos en Agricultura y Recursos Naturales | Magneto Empleos,,,,ambiental,https://www.magneto365.com/co/trabajos/agricultura-recursos-naturales,,0.56
magneto_api:4026adb68c2ab946fa36e0ec,,,,,management,https://www.magneto365.com/co/trabajos/ofertas-empleo-de-gerente-empresa-agricola,,0.2258
magneto_api:96bf3972d0d8639617aa90af,Trabajos en Salud y Medicina | Magneto Empleos,,,,salud,https://www.magneto365.com/co/trabajos/salud-medicina,epidemiologia,0.608
magneto_api:c3c8acef52e64a817746b406,Trabajos en Educación y Docencia | Magneto Empleos,,,,ambiental,https://www.magneto365.com/co/trabajos/educacion-formacion-docencia,gestion de residuos,0.6063
magneto_api:e6a32dcb2767bf2593b207d2,,,,,management,https://www.magneto365.com/co/trabajos/ofertas-empleo-de-instructor-formacion-gestion-empresarial,,0.2258
magneto_api:1c8ab0b159a97c84de66cebf,Trabajos en Hotelería y Turismo | Magneto Empleos,,,,finanzas,https://www.magneto365.com/co/trabajos/hoteleria-turismo-gastronomia,,0.3775
magneto_api:a635eb4d62aa9211c7bef43a,Trabajos en Ciencia e Investigación | Magneto Empleos,,,,salud,https://www.magneto365.com/co/trabajos/ciencia-investigacion,,0.375
